衣服,clothes
枪,gun
母亲,mother
got,got
另,another
下来,Down
听说,It is said that
不了,Can not
注意,note
改变,change
how,how
这次,this time
這是,this is
没关系,It's ok
接受,accept
妻子,wife
老,old
失去,lose
回到,Back to
們,They
以后,after
话,words
是否,whether
her,her
疯,Crazy
生命,life
她们,they
忙,busy
进去,Go
抓,Grab
女士,Ms
yeah,yeah
原因,the reason
刚才,Just now
保护,protection
是因为,Because of
选择,select
妳,You
几个,several
笑,laugh
关系,relationship
从来,Never
will,will
他会,He can
当时,then
出现,appear
结婚,marry
些,some
至少,at least
还要,Also
oh,oh
挺,very
成功,success
come,come
奇怪,strange
虽然,although
忘,forget
太好了,Great
身上,Body
或许,perhaps
讲,speak
你們,you guys
岁,year old
有个,is having a
保证,Guarantee
外面,outside
ve,ve
丈夫,husband
连,even
want,want
国家,country
整个,entire
特别,especially
那种,Kind of
不同,different
著,The
很快,quickly
变成,become
够,enough
难道,Is
学校,school
一件,One
样子,Appearance
倒,inverted
电影,the film
谈谈,Talk about
think,think
危险,Danger
开心,Happy
别的,Else
这件,this
才能,Talent
闭嘴,To shut up
正,positive
进行,get on
照片,photo
話,words
刚刚,just
而已,Nothing more
完成,carry out
誰,Who
ﺎ,ا
方式,the way
from,from
做到,Accomplish
爸,dad
who,who
因為,because
声音,sound
第一次,the first time
看来,It seems
只能,Only
現在,right now
太太,Mrs
下去,Go on
绝对,absolute
处理,deal with
欢迎,welcome
眼睛,eye
通过,by
行动,action
啥,What
感到,feel
最近,recent
聽,listen
as,as
d,d
各位,Everybody
这边,This side
待,Wait
掉,Fall
did,did
不好意思,Feel embarrassed
猜,guess
使,Make
作为,As a
于,in
see,see
good,good
狗,dog
容易,easy
沒有,No
直到,until
求,begging
比赛,game
像是,Like
his,his
麽,What
let,let
從,From
拉,Pull
拍,Beat
更好,better
曾,Once
why,why
有趣,interesting
就算,Even if
活着,Alive
不會,will not
ﻟ,ل
努力,Strive
帮忙,help
留下,Stay
同意,agree
参加,participate
well,well
赢,win
死亡,death
每,each
上面,On
结果,result
消息,news
要求,Claim
理解,understanding
曾经,once
打开,turn on
收到,Roger that
照顾,Look after
人类,Humanity
主意,idea
保持,maintain
okay,okay
成,to make
杰克,Jack
存在,exist
进,Enter
高,high
晚安,good night
确实,indeed
全部,Complete
靠,by
呆,stay
起,Start
謝謝,Thank you
讨厌,hate
gonna,gonna
俩,both
an,an
硂,Quan
突然,suddenly
多久,how long
老婆,Wife
不再,no longer
when,when
back,back
任何人,anyone
开玩笑,joke
放在,On
τ,τ
那個,That one
进入,enter
父母,parents
总统,president
伤害,hurt
時候,time
回答,Reply
一位,One
三个,Three
所有人,Holder
老师,teacher
早,early
除了,apart from
black,black
派,send
咱们,we
自由,free
可爱,lovely
us,us
日,day
抓住,Catch
路,road
谈,talk
简单,simple
time,time
身体,body
想法,idea
早上,morning
這麼,so
ﺍ,ا
能够,were able
昨晚,last night
哥哥,brother
我爱你,I love you
跳,jump
them,them
秘密,secret
休息,rest
战争,war
其中,among them
内,Inside
医院,hospital
每天,every day
之间,between
大概,probably
控制,control
刚,just
小孩,Child
带来,bring
停止,stop
因此,therefore
花,flower
证明,prove
约翰,John
飞机,aircraft
替,for
解释,Explanation
律师,lawyer
终于,at last
耶,Yay
翻译,translation
调查,survey
告訴,tell
为何,Why
留在,Stay in
糟糕,bad
任务,task
武器,arms
家里,Home
头,head
来自,Come from
后面,Behind
小子,Brat
going,going
来到,come
解决,solve
would,would
其他人,other people
家人,family
坐下,sit down
where,where
怕,afraid
直接,direct
办公室,office
停,stop
放弃,give up
鬼,ghost
別,do not
加油,Refuel
方法,method
游戏,game
即使,even if
fnarial,fnarial
take,take
were,were
本,this
our,our
年轻,young
大人,grown ups
使用,use
or,or
卖,Sell
老板,boss
水,water
想想,Think
坐在,Sat
目标,aims
need,need
变得,Become
可怕,terrible
拿到,Get
考虑,consider
个人,personal
开枪,shot
哭,cry
been,been
睡觉,go to bed
請,please
分钟,minute
想到,think
等待,wait
音乐,music
再说,Besides
聪明,clever
yes,yes
姑娘,girl
地球,Earth
感谢,thank
命令,command
阻止,prevent
一只,A
消失,disappear
喜歡,like
心,heart
第,The first
冷静,calm
似乎,seem
联系,contact
家庭,family
痛苦,pain
城市,city
力量,power
对于,for
未来,future
男孩,boy
三,three
博士,Doctor
姐姐,sister
疯狂,Madness
报告,report
放下,lay down
昨天,yesterday
那天,That day
還有,and also
完美,perfect
答应,promise
证据,evidence
本来,originally
负责,Be responsible for
检查,an examination
could,could
見,see
已經,already
一条,A
man,man
look,look
厉害,Worse
拥有,have
正常,normal
并且,and
否则,otherwise
該,That
then,then
以及,as well as
重新,Again
忘记,forget
had,had
这位,this
研究,the study
附近,nearby
不然,otherwise
太棒了,awesome
很棒,Great
方正,Founder
字幕,subtitle
脸,face
者,By
加入,Join
於,in
唱,sing
反正,"Anyway,"
不该,Should
政府,government
快乐,happy
身边,Around
down,down
遇到,Experience
some,some
這裡,Here
伟大,great
咖啡,coffee
tell,tell
say,say
接,Meet
仍然,still
门,door
开车,Drive a car
代表,representative
陪,accompany
若,If the
尸体,Corpse
比较,Compare
一年,A year
紧张,tension
监狱,prison
way,way
位置,position
随便,casual
偷,steal
安排,arrangement
錢,money
表演,Performance
从没,Never
除非,unless
屁股,butt
這些,These ones
by,by
酒,liqueur
恩,Yep
老兄,Brother
支持,stand by
必要,necessary
人生,life
正确,correct
跟着,Follow
杀死,Kill
more,more
交给,To
叔叔,uncle
還是,still is
食物,food
事实,fact
简直,simply
安静,be quiet
离,from
一场,A
妹妹,younger sister
something,something
斯,Sri Lanka
美丽,beautiful
再次,once again
案子,case
下面,the following
hey,hey
make,make
不够,not enough
哈,what
可怜,Pity
教,teach
殺,kill
首先,First of all
另外,Other
提供,provide
记住,remember
听见,hear
信,letter
国王,king
didn,didn
面前,before
几乎,almost
日子,day
那麼,Then
舒服,Comfortably
原来,original
再也,No longer
操,Speak
纽约,new York
早就,Early
逼,force
really,really
有关,related
放开,open
信息,information
r,r
星期,week
never,never
不得不,have to
发誓,swear
钥匙,key
错误,error
放松,Relax
约会,appointment
船,ferry
打扰,disturb
女,Female
手机,Cellular phone
二,two
很大,Great
到处,everywhere
攻击,attack
一份,A
第一,the first
建议,Suggest
日本,Japan
理由,reason
事实上,Actually
一樣,same
阿,A
跳舞,dancing
生气,pissed off
久,Long
试试,Try
信任,trust
此,this
看过,Seen
差不多,almost
原谅,forgive
has,has
神,God
经常,often
的确,indeed
ㄓ,ㄓ
之一,one
幸福,happy
哎,Hey
便,Then
马,horse
算,Count
吃饭,eat
璶,Jin
正是,It
不必,Need not
最大,maximum
people,people
幸运,lucky
丢,throw
我家,my home
問題,problem
长,long
東西,thing
而是,But
住手,stop
动物,animal
弟弟,Little brother
道歉,apologize
严重,serious
人家,Other people
坚持,adhere to
想象,Think
按,press
礼物,gift
每次,Each
将军,General
ok,ok
剩下,Left over
有事,Occupied
老爸,Dad
幫,help
系统,system
全都,all
组织,organization
我會,I will
敌人,enemy
看上去,Looks
應該,should
老天,God
ê,ê
认真,serious
分,Minute
书,book
往,to
关心,concern
坏,Bad
骗,cheat
中国,China
生意,business
上去,Up
值得,worth it
搞定,Get
寻找,Search
派对,Party
pro,pro
许多,a lot of
学生,student
查理,Charlie
下次,Next time
通知,Notice
救命,Help
表现,which performed
利用,use
受伤,Injured
后来,later
早上好,Good morning
精神,spirit
居然,Unexpectedly
受到,Suffer
am,am
大学,the University
那时,At that time
既然,since
几天,Several days
有时,sometimes
米,Meter
总,total
一张,A
too,too
第一个,First
真相,the truth
恨,hate
卡,card
不知,Unknown
远,far
警官,police officer
love,love
属于,belong
fncronos,fncronos
over,over
什,Assorted
い,い
可不是,Is not
怪,strange
一名,A
怀疑,doubt
笨蛋,Idiot
战斗,fighting
承认,recognition
馬,horse
法律,legal
别说,Do not say
简体,Simplified
记录,recording
见面,meet
能力,ability
足够,enough
帶,band
瞧,Look at
同样,same
白痴,moron
拒绝,Refuse
影响,influences
画,painting
其,its
德,Morality
交易,transaction
回來,come back
别动,do not move
管,tube
开门,Open
意味着,mean
或是,Or
美,nice
教授,professor
享受,enjoy
時間,time
喝酒,drink
好多,many
接下来,Next
開始,Start
腿,leg
only,only
走开,Go away
合作,Cooperation
女朋友,girlfriend
好吃,good to eat
事件,event
出发,set off
酒吧,bar
多么,how
不如,Not as good as
指,Finger
客人,The guests
换,change
梦想,dream
英雄,hero
傻,stupid
血,blood
扔,throw
藏,Tibetan
little,little
杀人,kill
一会儿,Awhile
沒事,All right
变,change
约,approximately
行为,behavior
头发,hair
适合,Suitable for
穦,Pin
恭喜,Congratulation
上次,Last time
地狱,hell
不在乎,not give a damn about
生,Raw
哪个,Which
实在,really
路上,The road
接近,Approaching
不准,Forbid
银行,bank
碰,bump
介绍,Introduction
一旦,once
味道,taste
实际上,Actually
感受,Feeling
身份,Identity
off,off
意外,accident
一般,general
吓,scare
停下,To stop
意义,significance
拜,worship
来看,View
婊子,Whore
梦,dream
学习,Learn
同时,Simultaneously
不起,Can not afford
呼吸,Breathe
是从,From
经历,experience
凶手,murderer
目前,Currently
威胁,Threat
没法,Can not
有时候,sometimes
should,should
英国,United Kingdom
男,male
什么样,What
老大,Boss
受,Suffer
愚蠢,silly
算了,Forget it
真实,real
sorry,sorry
婚礼,wedding
在家,At home
允许,allow
because,because
军队,army
said,said
电视,TV
please,please
一家,One
灵魂,soul
谢,thank
如,Such as
道,Road
究竟,exactly
戴,wore
无论,regardless
谋杀,murder
立刻,At once
特,special
躺,lie down
试图,attempt
客气,polite
文件,file
give,give
敢,dare
慢慢,Slowly
ﻴ,ي
前面,front
奶奶,grandmother
黑,black
sir,sir
答案,answer
棒,Baton
新闻,news
多谢,Thank you
可不,Do not
ぐ,Professions
very,very
長,long
any,any
欠,owe
一遍,Again
达,Reach
权利,right
做出,Make
历史,history
挂,hang
two,two
好了吗,Ok
意识,awareness
追,chase
下午,in the afternoon
尝试,try
乔治,George
经过,after
获得,obtain
仍,still
饿,hungry
ﺃ,أ
部分,section
活,live
當然,of course
队,team
带走,take away
竟然,actually
ﺮ,ر
失败,failure
一生,lifetime
黑暗,dark
中心,center
麦克,Mike
警告,caveat
大哥,Big Brother
显然,Clear
碞,cliff
根据,according to
动,move
不過,but
自杀,suicide
subhead,subhead
这事,This matter
训练,training
万,Ten thousand
thing,thing
令人,Cause
ﻣ,م
难,difficult
街,street
越,More
搬,move
好人,Good person
少,less
迟到,Be late
mean,mean
恐怕,I am afraid
一杯,Cup of
病,disease
没用,Useless
thank,thank
讨论,discuss
爆炸,explosion
因,because
美好,Fine
放心,rest assured
长大,grow up
微软,Microsoft
令,make
没人,no one
辛苦,hard
尽管,in spite of
美元,US dollar
their,their
吻,kiss
help,help
收拾,pack
包括,include
弗兰克,Frank
面对,face
跟我来,follow me
公寓,Apartment
雅黑,Elegant black
邀请,invite
求求,please
生日,birthday
留,stay
法官,judge
方向,direction
一块,piece
法国,France
一半,half
借,borrow
find,find
确认,confirm
玩笑,joke
doing,doing
躲,hide
金,gold
病人,patient
目的,purpose
公主,princess
mr,mr
even,even
一会,a while
我刚,I just
sure,sure
these,these
最终,finally
士兵,soldier
怎,How
其它,other
反对,Opposition
傻瓜,fool
into,into
晚,late
拿走,Take away
那家伙,That rascal
对方,other side
警方,police
假,false
次,Secondary
不介意,do not mind
赶快,hurry up
失望,Disappointed
无,no
出生,Born
酒店,Hotels
德国,Germany
上班,Go to work
uh,uh
覺得,feel
要说,To say
造成,Create
破坏,damage
到达,Arrivals
间,between
巴黎,Paris
药,medicine
不见,not see
冷,cold
男朋友,boyfriend
想起,Remember
老公,Husband
教堂,church
起來,stand up
做好,Good
盾,shield
就行了,On the line
拯救,save
still,still
祝,wish
字,word
媽媽,mom
一句,One
幹,dry
子弹,bullet
节目,program
飞,fly
玛丽,Mary
方面,aspect
life,life
不敢相信,unbelievable
安娜,Anna
晚餐,dinner
不让,Do not let
越来越,More
巨大,huge
很漂亮,very beautiful
伦敦,London
啤酒,beer
好看,good looking
感情,feeling
自然,natural
汤姆,Tom
day,day
一把,A
一步,step
逮捕,arrest
超过,exceed
時,Time
赶紧,Hurriedly
much,much
炸弹,bomb
全,all
将会,will
god,god
主人,the host
可惜,unfortunately
算是,Considered
上校,Colonel
家族,family
猫,Cat
哥们,Man
恶心,nausea
陛下,His Majesty
从未,Never
球,ball
彼得,Peter
通常,usually
名,name
只会,Only
撒谎,lie
兴趣,interest
旅行,travel
吹,blow
雷,mine
没想到,did not expect
比如,such as
人民,people
穿着,Wearing
干净,clean
不少,Many
回事,Going
提,mention
滚,roll
克,Gram
用来,To
队长,team leader
公平,fair
愉快,happy
不幸,unfortunately
ﻳ,ي
选,selected
好不好,good or not
new,new
电脑,computer
火车,train
有意思,interesting
乔,Joe
抱,hold
干得,Well done
o,o
说得对,Yes
ﻧ,ن
ﺪ,د
爱情,love
还给,Returned
加,plus
校对,Proofread
一边,One side
宇宙,universe
请问,Excuse me
一點,a little
死去,Dead
心情,mood
撞,hit
明显,obvious
h,h
不敢,Dare
找个,Find
现场,on site
一部分,Portion
ﻨ,ن
失踪,Missing
未,not
毁,destroy
垃圾,Rubbish
十分,very
愛,Love
相当,quite
の,の
這兒,here
before,before
regular,regular
than,than
鱼,fish
接着,then
不可,Can not
同,with
健康,health
提醒,remind
包,package
测试,test
maybe,maybe
随时,at any time
事儿,thing
遗憾,regret
犯罪,crime
治疗,treatment
狗屎,Dog feces
這種,This kind
命,Life
c,c
太阳,sun
你别,You do not
习惯,habit
night,night
大卫,David
last,last
怪物,monster
靠近,near
反应,reaction
某个,A
意见,opinion
蛋糕,cake
时刻,time
于是,then
床上,Bed
责任,responsibility
充满,full
热,heat
多年,for many years
楷体,Italics
亨利,Henry
心里,At heart
说谎,lie
自,from
work,work
见鬼,Go to hell
份,Part
干吗,Why
脚,foot
祈祷,prayer
疯子,madman
差点,Almost
fndidactic,fndidactic
我该,I should
好极了,great
说真的,seriously
ﻮ,و
活动,activity
stop,stop
块,Piece
对付,Cope
命运,fate
醫生,Doctors
查,check
罗马,Rome
發生,occur
同志,Comrade
臭,smelly
必須,have to
照,Photo
服务,service
call,call
糟,Bad
anything,anything
尊重,respect
关闭,shut down
準備,ready
first,first
期待,look forward to
号码,number
again,again
资料,data
て,Te
机器,machine
读,read
盯,stare
关,turn off
办,do
天使,angel
去过,Been
难过,Sorry
快點,Faster
记忆,memory
女士们,Ladies
過來,come
线索,clue
nothing,nothing
正好,Just
秒,second
表示,Show
脑袋,Head
爷爷,grandfather
探员,Agents
移动,mobile
错过,miss
旁边,next to
留下来,stay
彼此,each other
社会,society
好事,Good deed
跟踪,track
唔,Well
keep,keep
尼克,Nick
疼,pain
弧,arc
及,and
不断,Constantly
た,Ta
away,away
私人,private
嘴,mouth
上床,Go to bed
好玩,Fun
神父,Fr.
周围,around
就让,Let
put,put
自从,since
叫做,Be called
主要,main
这场,This
创造,create
无聊,bored
作品,works
制作,Make
干杯,Cheers
保罗,Paul
装,Dress
第二,second
四个,Four
法庭,court
设计,design
干掉,Kill
稱,Call
这点,this point
压力,pressure
轻松,Relaxed
those,those
other,other
哥,brother
上车,boarding
说明,Explanation
谈论,talk
與,versus
超级,super
停下来,stop
抢,grab
区,Area
要么,Or
两,Two
速度,speed
有钱,rich
确保,make sure
詹姆斯,James
手上,Hands
周末,weekend
long,long
没见,Seen
警长,Sheriff
袭击,Raid
感覺,feel
主,the Lord
won,won
刀,Knife
咬,bite
上来,Up
尤其,especially
你家,your home
船长,captain
浪费,waste
怎麼樣,how about it
怀孕,pregnancy
婚姻,marriage
talk,talk
die,die
副,vice
信号,signal
天堂,heaven
恐怖,terror
角色,Roles
心脏,heart
恐惧,fear
赚,earn
n,n
很难,Difficult
去世,Die
性感,Sexy
记者,reporter
笵,bamboo mold
離開,go away
嘘,Hiss
客户,client
由于,due to
thought,thought
庆祝,celebrate
嫁给,Married
总之,In short
惊喜,Pleasantly surprised
土地,land
更加,more
四,four
出來,come out
安,Secure
处,Office
会议,meeting
女性,female
技术,technology
送到,To
年轻人,young people
官,official
地址,address
困难,difficult
惹,provoke
件,Item
在乎,care
和平,peace
制造,manufacture
离婚,divorce
認為,think
那好,Well
似的,Like
sam,sam
非常感谢,thank you very much
同学,Classmate
请求,request
看不到,can not see
常,often
动作,action
不停,Non-stop
今年,this year
must,must
歌,song
演出,show
参与,participate
艾,Ai
逃跑,Flee
一点点,a little bit
香港,Hong Kong
汽车,car
杀手,Killer
ever,ever
after,after
提到,Mention
兴奋,Excited
丹尼,Danny
剩,Surplus
毒品,drug
史,history
踢,kick
home,home
分手,Breaking up
问问,Ask
做爱,Sex
马克,mark
一群,group
好处,benefit
宝宝,baby
森林,forest
赢得,win
生存,survive
厕所,WC
things,things
な,Na
荣幸,with pleasure
报警,Call the police
地上,Ground
wait,wait
送给,Give
e,e
喝一杯,have a drink
世上,The world
想念,miss
这会,this will
大约,about
可恶,hateful
合适,Suitable
普通,ordinary
天才,genius
生物,biological
之中,Among the
肉,meat
妓女,prostitute
尽快,ASAP
报纸,newspaper
俱乐部,club
提出,put forward
正式,formal
洗,wash
政治,political
从不,Never
一辈子,lifetime
取消,cancel
两年,Two years
world,world
监视,Surveillance
产生,produce
犹太人,Jew
玩意,Stuff
班,class
搞砸,Messed up
只不过,only
显示,display
价值,value
带到,Brought
吉姆,Jim
恶魔,demon
一周,One week
told,told
状况,situation
那位,Who
辦,do
name,name
作,Make
guy,guy
建立,set up
山姆,Sam
高中,Senior middle school
娶,Married
ﻲ,ي
说实话,to be frank
去年,last year
厨房,kitchen
特殊,special
黑人,Black person
邪恶,evil
勇敢,Brave
j,j
不算,Is not
石头,stone
等到,wait until
does,does
假装,pretend
better,better
运动,movement
介意,Mind
转,turn
兩個,Two
手下,Men
两天,Two days
摆,put
印度,India
耶稣,Jesus
手指,finger
思考,Think
累,tired
沒錯,Yes
机场,airport
茶,tea
地点,location
恢复,restore
夜晚,night
帽子,hat
执行,carried out
比尔,Bill
输,lose
时代,era
状态,status
years,years
餐厅,restaurant
人会,People will
ﻠ,ل
呵呵,Ha ha
ﺘ,ت
意大利,Italy
犯,Commit
背叛,betray
everything,everything
魔鬼,devil
情报,intelligence
great,great
人员,personnel
专家,expert
那樣,That kind
了不起,amazing
店,shop
不怕,Not afraid of
骄傲,proud
哎呀,Damn
差,difference
唱歌,Sing a song
学,learn
站住,stop
眔,Da
之类,such as
满足,Satisfy
所说,Said
吉米,Jimmy
も,Mo
停车,parking
现实,reality
牺牲,sacrifice
胜利,victory
好消息,good news
见过,Seen
条,Article
引起,cause
醒来,wake up
猪,pig
一辆,A
下车,get off
不许,Must not
颜色,colour
有用,it works
暂时,temporarily
sans,sans
投票,vote
证人,witness
想像,imagine
鸟,bird
全世界,worldwide
around,around
買,buy
迈克,Mike
拍摄,Shooting
冒险,adventure
place,place
部队,force
王子,prince
ﻫ,ه
发展,development of
顺利,smoothly
甜心,Sweetheart
谈话,conversation
開,open
不去,Do not go
吸血鬼,vampire
筁,Qu
张,Zhang
ﻤ,م
吸引,attract
还会,Will
字幕组,subtitle group
动手,Start work
老实,honest
比利,Billy
它会,it will
一段,Some
激动,excitement
条件,condition
白,White
doesn,doesn
特工,Agents
爬,climb
always,always
光,Light
五,Fives
早餐,breakfast
追踪,track
發現,Find
废话,nonsense
演员,actor
哼,Humph
亲自,personally
一个月,Month
所谓,So-called
听听,Listen
复杂,complex
é,é
学会,learn
距离,distance
同性恋,Homosexual
係,system
外,outer
发,hair
这份,The
好笑,funny
碰到,bump into
受不了,Can not stand
醒醒,Wake up
做些,Do
成员,member
想着,Thinking
绑架,Kidnap
即将,Upcoming
发射,emission
抽,Draw
威尔,Will
真是太,Really
痛,pain
魔法,magic
through,through
every,every
这才,This
莎拉,Sarah
把手,handle
分享,share it
ㄆ,Po
我覺,I felt
年前,Years ago
ü,ü
冲,Rush
然而,however
感激,grateful
同事,colleague
收,Receive
神秘,mysterious
made,made
上尉,Capt.
面,surface
搭,take
feel,feel
fnfzhei,fnfzhei
难以置信,incredible
迈克尔,Michael
哈利,Harry
车里,The car
傢,Home
桌子,table
someone,someone
禁止,Ban
一段时间,a period of time
交流,communicate with
带上,Bring
放手,Let go
临,Face
英里,mile
几年,several years
old,old
安妮,Anne
公园,park
fuck,fuck
边,side
别管,Do not worry
克里斯,Chris
非,non-
done,done
早安,good Morning
中间,intermediate
癸,Decanoate
整天,All day long
我想,I think
shit,shit
巧克力,chocolate
找出,Find out
强大,powerful
受害者,victim
某些,some
后悔,regret
您好,Hello
一分钟,One minute
精彩,wonderful
有點,A little
卡尔,Carl
睡着,sleep
果然,really
人人,Everyone
基地,base
两位,Two
一片,one slice
时间轴,Timeline
guys,guys
单独,alone
名单,List
病毒,virus
may,may
过程,process
急,anxious
左右,about
生病,sick
种,Kind
人物,character
尿,Pee
戒指,Ring
自我,self
立即,immediately
女生,Girls
星球,Planet
变化,Variety
卡车,truck
怎樣,how
空间,space
穿过,Pass through
象,Like
旅馆,hostel
打死,Kill
观众,The audience
依然,still
kill,kill
做事,work
三年,Three years
ﺑ,ب
他来,he comes
火,fire
乐队,band
飞行,flight
接到,Received
る,Ru
两次,twice
导演,director
满意,satisfaction
認識,understanding
导致,resulting in
要死,Death
which,which
接触,contact
折磨,Afflict
骗子,con man
明星,Celebrity
经验,experience
小伙子,Lad
ﺗ,ت
前进,go ahead
西,oo
美女,beauty
一部,A
性,Sex
至,to
好运,good luck
尽力,Try
ich,ich
密码,password
赌,bet
刺激,stimulate
以来,since
承诺,committed to
艺术,art
子,child
耍,Play
让开,Step aside
烧,burn
明明,Obviously
惊讶,Surprise
免费,free
案件,case
女孩子,Girl
天呐,Gee
惩罚,punishment
释放,freed
吵,noisy
位,Place
顺便,Incidentally
无辜,innocent
老鼠,mouse
采取,take
believe,believe
联络,connection
展示,Show
无关,Unrelated
卻,but
箱子,box
挑战,challenge
讲话,Speak
练习,Exercise
点儿,Something
从来不,never
楼上,upstairs
擔心,worry
实现,achieve
脖子,neck
理论,theory
关键,The essential
電話,phone
聚会,get together
推,Push
洛杉矶,Los Angeles
方便,Convenience
耳朵,ear
数字,digital
世纪,century
